trial,choice,rate,noise,cumulativerate
46,1,0.9,0.1,0.8913043478260869
47,0,0.9,0.1,0.8723404255319149
48,1,0.9,0.1,0.875
49,1,0.9,0.1,0.8775510204081632
50,1,0.9,0.1,0.88
51,1,0.9,0.1,0.8823529411764706
52,0,0.9,0.1,0.8653846153846154
53,1,0.9,0.1,0.8679245283018868
54,1,0.9,0.1,0.8703703703703703
55,1,0.9,0.1,0.8727272727272727
56,1,0.9,0.1,0.875
57,1,0.9,0.1,0.8771929824561403
58,0,0.9,0.1,0.8620689655172413
59,1,0.9,0.1,0.864406779661017
60,1,0.9,0.1,0.8666666666666667
61,0,0.9,0.1,0.8524590163934426
62,1,0.9,0.1,0.8548387096774194
63,1,0.9,0.1,0.8571428571428571
64,1,0.9,0.1,0.859375
65,1,0.9,0.1,0.8615384615384616
66,1,0.9,0.1,0.8636363636363636
67,0,0.9,0.1,0.8507462686567164
68,1,0.9,0.1,0.8529411764705882
69,1,0.9,0.1,0.855072463768116
70,1,0.9,0.1,0.8571428571428571
71,1,0.9,0.1,0.8591549295774648
72,1,0.9,0.1,0.8611111111111112
73,0,0.9,0.1,0.8493150684931506
74,0,0.9,0.1,0.8378378378378378
75,1,0.9,0.1,0.84
76,1,0.9,0.1,0.8421052631578947
77,1,0.9,0.1,0.8441558441558441
78,1,0.9,0.1,0.8461538461538461
79,1,0.9,0.1,0.8481012658227848
80,1,0.9,0.1,0.85
81,1,0.9,0.1,0.8518518518518519
82,1,0.9,0.1,0.8536585365853658
83,1,0.9,0.1,0.8554216867469879
84,1,0.9,0.1,0.8571428571428571
85,1,0.9,0.1,0.8588235294117647
86,1,0.9,0.1,0.8604651162790697
87,1,0.9,0.1,0.8620689655172413
88,1,0.9,0.1,0.8636363636363636
89,1,0.9,0.1,0.8651685393258427
90,1,0.9,0.1,0.8666666666666667
91,1,0.9,0.1,0.8681318681318682
92,1,0.9,0.1,0.8695652173913043
93,1,0.9,0.1,0.8709677419354839
94,1,0.9,0.1,0.8723404255319149
95,1,0.9,0.1,0.8736842105263158
96,0,0.9,0.1,0.8645833333333334
97,1,0.9,0.1,0.865979381443299
98,1,0.9,0.1,0.8673469387755102
99,1,0.9,0.1,0.8686868686868687
100,1,0.9,0.1,0.87
101,1,0.9,0.1,0.8712871287128713
102,1,0.9,0.1,0.8725490196078431
103,1,0.9,0.1,0.8737864077669902
104,1,0.9,0.1,0.875
105,0,0.9,0.1,0.8666666666666667
106,1,0.9,0.1,0.8679245283018868
107,1,0.9,0.1,0.8691588785046729
108,1,0.9,0.1,0.8703703703703703
109,0,0.9,0.1,0.8623853211009175
110,1,0.9,0.1,0.8636363636363636
111,1,0.9,0.1,0.8648648648648649
112,1,0.9,0.1,0.8660714285714286
113,1,0.9,0.1,0.8672566371681416
114,1,0.9,0.1,0.868421052631579
115,1,0.9,0.1,0.8695652173913043
116,1,0.9,0.1,0.8706896551724138
117,0,0.9,0.1,0.8632478632478633
118,1,0.9,0.1,0.864406779661017
119,1,0.9,0.1,0.865546218487395
120,1,0.9,0.1,0.8666666666666667
1,1,1,0.1,1
2,1,1,0.1,1
3,1,1,0.1,1
4,1,1,0.1,1
5,1,1,0.1,1
6,1,1,0.1,1
7,1,1,0.1,1
8,1,1,0.1,1
9,1,1,0.1,1
10,1,1,0.1,1
11,1,1,0.1,1
12,1,1,0.1,1
13,1,1,0.1,1
14,1,1,0.1,1
15,1,1,0.1,1
16,1,1,0.1,1
17,1,1,0.1,1
18,1,1,0.1,1
19,1,1,0.1,1
20,1,1,0.1,1
21,1,1,0.1,1
22,1,1,0.1,1
23,1,1,0.1,1
24,1,1,0.1,1
25,1,1,0.1,1
26,1,1,0.1,1
27,1,1,0.1,1
28,1,1,0.1,1
29,1,1,0.1,1
30,1,1,0.1,1
31,1,1,0.1,1
32,0,1,0.1,0.96875
33,1,1,0.1,0.9696969696969697
34,1,1,0.1,0.9705882352941176
35,1,1,0.1,0.9714285714285714
36,1,1,0.1,0.9722222222222222
37,1,1,0.1,0.972972972972973
38,1,1,0.1,0.9736842105263158
39,1,1,0.1,0.9743589743589743
40,1,1,0.1,0.975
41,1,1,0.1,0.975609756097561
42,1,1,0.1,0.9761904761904762
43,1,1,0.1,0.9767441860465116
44,1,1,0.1,0.9772727272727273
45,1,1,0.1,0.9777777777777777
46,1,1,0.1,0.9782608695652174
47,1,1,0.1,0.9787234042553191
48,1,1,0.1,0.9791666666666666
49,1,1,0.1,0.9795918367346939
50,1,1,0.1,0.98
51,1,1,0.1,0.9803921568627451
52,1,1,0.1,0.9807692307692307
53,1,1,0.1,0.9811320754716981
54,0,1,0.1,0.9629629629629629
55,1,1,0.1,0.9636363636363636
56,1,1,0.1,0.9642857142857143
57,1,1,0.1,0.9649122807017544
58,1,1,0.1,0.9655172413793104
59,1,1,0.1,0.9661016949152542
60,1,1,0.1,0.9666666666666667
61,1,1,0.1,0.9672131147540983
62,1,1,0.1,0.967741935483871
63,1,1,0.1,0.9682539682539683
64,1,1,0.1,0.96875
65,1,1,0.1,0.9692307692307692
66,1,1,0.1,0.9696969696969697
67,1,1,0.1,0.9701492537313433
68,1,1,0.1,0.9705882352941176
69,1,1,0.1,0.9710144927536232
70,1,1,0.1,0.9714285714285714
71,1,1,0.1,0.971830985915493
72,1,1,0.1,0.9722222222222222
73,1,1,0.1,0.9726027397260274
74,1,1,0.1,0.972972972972973
75,1,1,0.1,0.9733333333333334
76,1,1,0.1,0.9736842105263158
77,1,1,0.1,0.974025974025974
78,1,1,0.1,0.9743589743589743
79,1,1,0.1,0.9746835443037974
80,1,1,0.1,0.975
81,1,1,0.1,0.9753086419753086
82,0,1,0.1,0.9634146341463414
83,1,1,0.1,0.963855421686747
84,1,1,0.1,0.9642857142857143
85,1,1,0.1,0.9647058823529412
86,1,1,0.1,0.9651162790697675
87,1,1,0.1,0.9655172413793104
88,1,1,0.1,0.9659090909090909
89,1,1,0.1,0.9662921348314607
90,1,1,0.1,0.9666666666666667
91,1,1,0.1,0.967032967032967
92,1,1,0.1,0.967391304347826
93,1,1,0.1,0.967741935483871
94,0,1,0.1,0.9574468085106383
95,1,1,0.1,0.9578947368421052
96,1,1,0.1,0.9583333333333334
97,1,1,0.1,0.9587628865979382
98,1,1,0.1,0.9591836734693877
99,1,1,0.1,0.9595959595959596
100,1,1,0.1,0.96
101,1,1,0.1,0.9603960396039604
102,1,1,0.1,0.9607843137254902
103,1,1,0.1,0.9611650485436893
104,1,1,0.1,0.9615384615384616
105,1,1,0.1,0.9619047619047619
106,1,1,0.1,0.9622641509433962
107,1,1,0.1,0.9626168224299065
108,1,1,0.1,0.9629629629629629
109,1,1,0.1,0.963302752293578
110,1,1,0.1,0.9636363636363636
111,1,1,0.1,0.963963963963964
112,1,1,0.1,0.9642857142857143
113,1,1,0.1,0.9646017699115044
114,0,1,0.1,0.956140350877193
115,1,1,0.1,0.9565217391304348
116,1,1,0.1,0.9568965517241379
117,1,1,0.1,0.9572649572649573
118,1,1,0.1,0.9576271186440678
119,1,1,0.1,0.957983193277311
120,1,1,0.1,0.9583333333333334
1,0,0,0.2,0
2,0,0,0.2,0
3,0,0,0.2,0
4,0,0,0.2,0
5,0,0,0.2,0
6,0,0,0.2,0
7,0,0,0.2,0
8,0,0,0.2,0
9,1,0,0.2,0.1111111111111111
10,0,0,0.2,0.1
11,0,0,0.2,0.09090909090909091
12,0,0,0.2,0.08333333333333333
13,0,0,0.2,0.07692307692307693
14,0,0,0.2,0.07142857142857142
15,0,0,0.2,0.06666666666666667
16,0,0,0.2,0.0625
17,0,0,0.2,0.058823529411764705
18,0,0,0.2,0.05555555555555555
19,0,0,0.2,0.05263157894736842
20,0,0,0.2,0.05
21,0,0,0.2,0.047619047619047616
22,0,0,0.2,0.045454545454545456
23,1,0,0.2,0.08695652173913043
24,0,0,0.2,0.08333333333333333
25,0,0,0.2,0.08
26,0,0,0.2,0.07692307692307693
27,0,0,0.2,0.07407407407407407
28,0,0,0.2,0.07142857142857142
29,0,0,0.2,0.06896551724137931
30,0,0,0.2,0.06666666666666667
31,1,0,0.2,0.0967741935483871
32,0,0,0.2,0.09375
33,0,0,0.2,0.09090909090909091
34,1,0,0.2,0.11764705882352941
35,0,0,0.2,0.11428571428571428
36,0,0,0.2,0.1111111111111111
37,0,0,0.2,0.10810810810810811
38,0,0,0.2,0.10526315789473684
39,0,0,0.2,0.10256410256410256
40,0,0,0.2,0.1
41,0,0,0.2,0.0975609756097561
42,0,0,0.2,0.09523809523809523
43,0,0,0.2,0.09302325581395349
44,0,0,0.2,0.09090909090909091
45,0,0,0.2,0.08888888888888889
46,0,0,0.2,0.08695652173913043
47,0,0,0.2,0.0851063829787234
48,1,0,0.2,0.10416666666666667
49,0,0,0.2,0.10204081632653061
50,0,0,0.2,0.1
51,0,0,0.2,0.09803921568627451
52,0,0,0.2,0.09615384615384616
53,0,0,0.2,0.09433962264150944
54,0,0,0.2,0.09259259259259259
55,0,0,0.2,0.09090909090909091
56,0,0,0.2,0.08928571428571429
57,0,0,0.2,0.08771929824561403
58,0,0,0.2,0.08620689655172414
59,0,0,0.2,0.0847457627118644
60,0,0,0.2,0.08333333333333333
61,1,0,0.2,0.09836065573770492
62,0,0,0.2,0.0967741935483871
63,0,0,0.2,0.09523809523809523
64,0,0,0.2,0.09375
65,0,0,0.2,0.09230769230769231
66,0,0,0.2,0.09090909090909091
67,0,0,0.2,0.08955223880597014
68,0,0,0.2,0.08823529411764706
69,0,0,0.2,0.08695652173913043
70,0,0,0.2,0.08571428571428572
71,0,0,0.2,0.08450704225352113
72,0,0,0.2,0.08333333333333333
73,0,0,0.2,0.0821917808219178
74,0,0,0.2,0.08108108108108109
75,0,0,0.2,0.08
76,0,0,0.2,0.07894736842105263
77,0,0,0.2,0.07792207792207792
78,0,0,0.2,0.07692307692307693
79,0,0,0.2,0.0759493670886076
80,0,0,0.2,0.075
81,0,0,0.2,0.07407407407407407
82,0,0,0.2,0.07317073170731707
83,0,0,0.2,0.07228915662650602
84,0,0,0.2,0.07142857142857142
85,0,0,0.2,0.07058823529411765
86,1,0,0.2,0.08139534883720931
87,0,0,0.2,0.08045977011494253
88,0,0,0.2,0.07954545454545454
89,0,0,0.2,0.07865168539325842
90,0,0,0.2,0.07777777777777778
91,0,0,0.2,0.07692307692307693
92,1,0,0.2,0.08695652173913043
93,0,0,0.2,0.08602150537634409
94,0,0,0.2,0.0851063829787234
95,0,0,0.2,0.08421052631578947
96,1,0,0.2,0.09375
97,0,0,0.2,0.09278350515463918
98,1,0,0.2,0.10204081632653061
99,0,0,0.2,0.10101010101010101
100,0,0,0.2,0.1
101,0,0,0.2,0.09900990099009901
102,0,0,0.2,0.09803921568627451
103,0,0,0.2,0.0970873786407767
104,0,0,0.2,0.09615384615384616
105,0,0,0.2,0.09523809523809523
106,1,0,0.2,0.10377358490566038
107,0,0,0.2,0.102803738317757
108,0,0,0.2,0.10185185185185185
109,0,0,0.2,0.10091743119266056
110,1,0,0.2,0.10909090909090909
111,0,0,0.2,0.10810810810810811
112,0,0,0.2,0.10714285714285714
113,0,0,0.2,0.10619469026548672
114,0,0,0.2,0.10526315789473684
115,0,0,0.2,0.10434782608695652
116,0,0,0.2,0.10344827586206896
117,0,0,0.2,0.10256410256410256
118,0,0,0.2,0.1016949152542373
119,0,0,0.2,0.10084033613445378
120,0,0,0.2,0.1
1,0,0.1,0.2,0
2,0,0.1,0.2,0
3,1,0.1,0.2,0.3333333333333333
4,0,0.1,0.2,0.25
5,0,0.1,0.2,0.2
6,0,0.1,0.2,0.16666666666666666
7,0,0.1,0.2,0.14285714285714285
8,0,0.1,0.2,0.125
9,0,0.1,0.2,0.1111111111111111
10,0,0.1,0.2,0.1
11,0,0.1,0.2,0.09090909090909091
12,0,0.1,0.2,0.08333333333333333
13,0,0.1,0.2,0.07692307692307693
14,0,0.1,0.2,0.07142857142857142
15,0,0.1,0.2,0.06666666666666667
16,0,0.1,0.2,0.0625
17,0,0.1,0.2,0.058823529411764705
18,0,0.1,0.2,0.05555555555555555
19,0,0.1,0.2,0.05263157894736842
20,0,0.1,0.2,0.05
21,0,0.1,0.2,0.047619047619047616
22,0,0.1,0.2,0.045454545454545456
23,0,0.1,0.2,0.043478260869565216
24,1,0.1,0.2,0.08333333333333333
25,0,0.1,0.2,0.08
26,0,0.1,0.2,0.07692307692307693
27,0,0.1,0.2,0.07407407407407407
28,1,0.1,0.2,0.10714285714285714
29,0,0.1,0.2,0.10344827586206896
30,0,0.1,0.2,0.1
31,0,0.1,0.2,0.0967741935483871
32,0,0.1,0.2,0.09375
33,0,0.1,0.2,0.09090909090909091
34,0,0.1,0.2,0.08823529411764706
35,0,0.1,0.2,0.08571428571428572
36,0,0.1,0.2,0.08333333333333333
37,0,0.1,0.2,0.08108108108108109
38,0,0.1,0.2,0.07894736842105263
39,0,0.1,0.2,0.07692307692307693
40,1,0.1,0.2,0.1
41,0,0.1,0.2,0.0975609756097561
42,0,0.1,0.2,0.09523809523809523
43,0,0.1,0.2,0.09302325581395349
44,0,0.1,0.2,0.09090909090909091
45,0,0.1,0.2,0.08888888888888889
46,0,0.1,0.2,0.08695652173913043
47,0,0.1,0.2,0.0851063829787234
48,1,0.1,0.2,0.10416666666666667
49,0,0.1,0.2,0.10204081632653061
50,1,0.1,0.2,0.12
51,0,0.1,0.2,0.11764705882352941
52,0,0.1,0.2,0.11538461538461539
53,0,0.1,0.2,0.11320754716981132
54,0,0.1,0.2,0.1111111111111111
55,0,0.1,0.2,0.10909090909090909
56,0,0.1,0.2,0.10714285714285714
57,1,0.1,0.2,0.12280701754385964
58,0,0.1,0.2,0.1206896551724138
59,1,0.1,0.2,0.13559322033898305
60,1,0.1,0.2,0.15
61,0,0.1,0.2,0.14754098360655737
62,0,0.1,0.2,0.14516129032258066
63,0,0.1,0.2,0.14285714285714285
64,1,0.1,0.2,0.15625
65,1,0.1,0.2,0.16923076923076924
66,0,0.1,0.2,0.16666666666666666
67,0,0.1,0.2,0.16417910447761194
68,0,0.1,0.2,0.16176470588235295
69,0,0.1,0.2,0.15942028985507245
70,0,0.1,0.2,0.15714285714285714
71,0,0.1,0.2,0.15492957746478872
72,0,0.1,0.2,0.1527777777777778
73,0,0.1,0.2,0.1506849315068493
74,0,0.1,0.2,0.14864864864864866
75,0,0.1,0.2,0.14666666666666667
76,0,0.1,0.2,0.14473684210526316
77,0,0.1,0.2,0.14285714285714285
78,0,0.1,0.2,0.14102564102564102
79,0,0.1,0.2,0.13924050632911392
80,0,0.1,0.2,0.1375
81,0,0.1,0.2,0.13580246913580246
82,0,0.1,0.2,0.13414634146341464
83,0,0.1,0.2,0.13253012048192772
84,1,0.1,0.2,0.14285714285714285
85,0,0.1,0.2,0.1411764705882353
86,0,0.1,0.2,0.13953488372093023
87,0,0.1,0.2,0.13793103448275862
88,0,0.1,0.2,0.13636363636363635
89,0,0.1,0.2,0.1348314606741573
90,0,0.1,0.2,0.13333333333333333
91,0,0.1,0.2,0.13186813186813187
92,0,0.1,0.2,0.13043478260869565
93,1,0.1,0.2,0.13978494623655913
94,0,0.1,0.2,0.13829787234042554
95,1,0.1,0.2,0.14736842105263157
96,0,0.1,0.2,0.14583333333333334
97,0,0.1,0.2,0.14432989690721648
98,0,0.1,0.2,0.14285714285714285
99,1,0.1,0.2,0.15151515151515152
100,0,0.1,0.2,0.15
101,0,0.1,0.2,0.1485148514851485
102,0,0.1,0.2,0.14705882352941177
103,0,0.1,0.2,0.14563106796116504
104,0,0.1,0.2,0.14423076923076922
105,0,0.1,0.2,0.14285714285714285
106,0,0.1,0.2,0.14150943396226415
107,0,0.1,0.2,0.14018691588785046
108,0,0.1,0.2,0.1388888888888889
109,0,0.1,0.2,0.13761467889908258
110,0,0.1,0.2,0.13636363636363635
111,0,0.1,0.2,0.13513513513513514
112,1,0.1,0.2,0.14285714285714285
113,1,0.1,0.2,0.1504424778761062
114,1,0.1,0.2,0.15789473684210525
115,0,0.1,0.2,0.1565217391304348
116,1,0.1,0.2,0.16379310344827586
117,0,0.1,0.2,0.1623931623931624
118,0,0.1,0.2,0.16101694915254236
119,0,0.1,0.2,0.15966386554621848
120,0,0.1,0.2,0.15833333333333333
1,0,0.2,0.2,0
2,0,0.2,0.2,0
3,0,0.2,0.2,0
4,0,0.2,0.2,0
5,0,0.2,0.2,0
6,0,0.2,0.2,0
7,1,0.2,0.2,0.14285714285714285
8,0,0.2,0.2,0.125
9,0,0.2,0.2,0.1111111111111111
10,0,0.2,0.2,0.1
11,0,0.2,0.2,0.09090909090909091
12,0,0.2,0.2,0.08333333333333333
13,0,0.2,0.2,0.07692307692307693
14,0,0.2,0.2,0.07142857142857142
15,0,0.2,0.2,0.06666666666666667
16,1,0.2,0.2,0.125
17,0,0.2,0.2,0.11764705882352941
18,0,0.2,0.2,0.1111111111111111
19,0,0.2,0.2,0.10526315789473684
20,1,0.2,0.2,0.15
21,0,0.2,0.2,0.14285714285714285
22,0,0.2,0.2,0.13636363636363635
23,0,0.2,0.2,0.13043478260869565
24,0,0.2,0.2,0.125
25,0,0.2,0.2,0.12
26,1,0.2,0.2,0.15384615384615385
27,1,0.2,0.2,0.18518518518518517
28,0,0.2,0.2,0.17857142857142858
29,0,0.2,0.2,0.1724137931034483
30,0,0.2,0.2,0.16666666666666666
31,0,0.2,0.2,0.16129032258064516
32,1,0.2,0.2,0.1875
33,0,0.2,0.2,0.18181818181818182
34,0,0.2,0.2,0.17647058823529413
35,0,0.2,0.2,0.17142857142857143
36,0,0.2,0.2,0.16666666666666666
37,0,0.2,0.2,0.16216216216216217
38,1,0.2,0.2,0.18421052631578946
39,0,0.2,0.2,0.1794871794871795
40,0,0.2,0.2,0.175
41,1,0.2,0.2,0.1951219512195122
42,0,0.2,0.2,0.19047619047619047
43,1,0.2,0.2,0.20930232558139536
44,1,0.2,0.2,0.22727272727272727
45,1,0.2,0.2,0.24444444444444444
46,0,0.2,0.2,0.2391304347826087
47,0,0.2,0.2,0.23404255319148937
48,0,0.2,0.2,0.22916666666666666
49,1,0.2,0.2,0.24489795918367346
50,0,0.2,0.2,0.24
51,0,0.2,0.2,0.23529411764705882
52,0,0.2,0.2,0.23076923076923078
53,0,0.2,0.2,0.22641509433962265
54,0,0.2,0.2,0.2222222222222222
55,1,0.2,0.2,0.23636363636363636
56,0,0.2,0.2,0.23214285714285715
57,1,0.2,0.2,0.24561403508771928
58,0,0.2,0.2,0.2413793103448276
59,0,0.2,0.2,0.23728813559322035
60,1,0.2,0.2,0.25
61,1,0.2,0.2,0.26229508196721313
62,0,0.2,0.2,0.25806451612903225
63,0,0.2,0.2,0.25396825396825395
64,0,0.2,0.2,0.25
65,1,0.2,0.2,0.26153846153846155
66,0,0.2,0.2,0.25757575757575757
67,1,0.2,0.2,0.26865671641791045
68,1,0.2,0.2,0.27941176470588236
69,0,0.2,0.2,0.2753623188405797
70,1,0.2,0.2,0.2857142857142857
71,1,0.2,0.2,0.29577464788732394
72,0,0.2,0.2,0.2916666666666667
73,0,0.2,0.2,0.2876712328767123
74,1,0.2,0.2,0.2972972972972973
75,0,0.2,0.2,0.29333333333333333
76,0,0.2,0.2,0.2894736842105263
77,1,0.2,0.2,0.2987012987012987
78,0,0.2,0.2,0.2948717948717949
79,0,0.2,0.2,0.2911392405063291
80,0,0.2,0.2,0.2875
81,0,0.2,0.2,0.2839506172839506
82,0,0.2,0.2,0.2804878048780488
83,1,0.2,0.2,0.2891566265060241
84,0,0.2,0.2,0.2857142857142857
85,0,0.2,0.2,0.2823529411764706
86,1,0.2,0.2,0.29069767441860467
87,0,0.2,0.2,0.28735632183908044
88,0,0.2,0.2,0.2840909090909091
89,0,0.2,0.2,0.2808988764044944
90,0,0.2,0.2,0.2777777777777778
91,0,0.2,0.2,0.27472527472527475
92,0,0.2,0.2,0.2717391304347826
93,0,0.2,0.2,0.26881720430107525
94,0,0.2,0.2,0.26595744680851063
95,0,0.2,0.2,0.2631578947368421
96,0,0.2,0.2,0.2604166666666667
97,1,0.2,0.2,0.26804123711340205
98,0,0.2,0.2,0.2653061224489796
99,0,0.2,0.2,0.26262626262626265
100,0,0.2,0.2,0.26
101,1,0.2,0.2,0.26732673267326734
102,1,0.2,0.2,0.27450980392156865
103,1,0.2,0.2,0.2815533980582524
104,1,0.2,0.2,0.28846153846153844
105,0,0.2,0.2,0.2857142857142857
106,0,0.2,0.2,0.2830188679245283
107,0,0.2,0.2,0.2803738317757009
108,1,0.2,0.2,0.28703703703703703
109,1,0.2,0.2,0.29357798165137616
110,0,0.2,0.2,0.2909090909090909
111,0,0.2,0.2,0.2882882882882883
112,1,0.2,0.2,0.29464285714285715
113,0,0.2,0.2,0.2920353982300885
114,1,0.2,0.2,0.2982456140350877
115,0,0.2,0.2,0.2956521739130435
116,0,0.2,0.2,0.29310344827586204
117,0,0.2,0.2,0.2905982905982906
118,0,0.2,0.2,0.288135593220339
119,0,0.2,0.2,0.2857142857142857
120,1,0.2,0.2,0.2916666666666667
1,0,0.30000000000000004,0.2,0
2,0,0.30000000000000004,0.2,0
3,1,0.30000000000000004,0.2,0.3333333333333333
4,0,0.30000000000000004,0.2,0.25
5,1,0.30000000000000004,0.2,0.4
6,0,0.30000000000000004,0.2,0.3333333333333333
7,1,0.30000000000000004,0.2,0.42857142857142855
8,1,0.30000000000000004,0.2,0.5
9,0,0.30000000000000004,0.2,0.4444444444444444
10,0,0.30000000000000004,0.2,0.4
11,1,0.30000000000000004,0.2,0.45454545454545453
12,0,0.30000000000000004,0.2,0.4166666666666667
13,0,0.30000000000000004,0.2,0.38461538461538464
14,1,0.30000000000000004,0.2,0.42857142857142855
15,0,0.30000000000000004,0.2,0.4
16,0,0.30000000000000004,0.2,0.375
17,0,0.30000000000000004,0.2,0.35294117647058826
18,1,0.30000000000000004,0.2,0.3888888888888889
19,0,0.30000000000000004,0.2,0.3684210526315789
20,0,0.30000000000000004,0.2,0.35
21,1,0.30000000000000004,0.2,0.38095238095238093
22,0,0.30000000000000004,0.2,0.36363636363636365
23,1,0.30000000000000004,0.2,0.391304347826087
24,0,0.30000000000000004,0.2,0.375
25,0,0.30000000000000004,0.2,0.36
26,0,0.30000000000000004,0.2,0.34615384615384615
27,1,0.30000000000000004,0.2,0.37037037037037035
28,0,0.30000000000000004,0.2,0.35714285714285715
29,1,0.30000000000000004,0.2,0.3793103448275862
30,0,0.30000000000000004,0.2,0.36666666666666664
31,0,0.30000000000000004,0.2,0.3548387096774194
32,1,0.30000000000000004,0.2,0.375
33,0,0.30000000000000004,0.2,0.36363636363636365
34,0,0.30000000000000004,0.2,0.35294117647058826
35,0,0.30000000000000004,0.2,0.34285714285714286
36,0,0.30000000000000004,0.2,0.3333333333333333
37,0,0.30000000000000004,0.2,0.32432432432432434
38,0,0.30000000000000004,0.2,0.3157894736842105
39,0,0.30000000000000004,0.2,0.3076923076923077
40,0,0.30000000000000004,0.2,0.3
41,0,0.30000000000000004,0.2,0.2926829268292683
42,0,0.30000000000000004,0.2,0.2857142857142857
43,1,0.30000000000000004,0.2,0.3023255813953488
44,1,0.30000000000000004,0.2,0.3181818181818182
45,1,0.30000000000000004,0.2,0.3333333333333333
46,0,0.30000000000000004,0.2,0.32608695652173914
47,0,0.30000000000000004,0.2,0.3191489361702128
48,1,0.30000000000000004,0.2,0.3333333333333333
49,1,0.30000000000000004,0.2,0.3469387755102041
50,0,0.30000000000000004,0.2,0.34
51,0,0.30000000000000004,0.2,0.3333333333333333
52,1,0.30000000000000004,0.2,0.34615384615384615
53,1,0.30000000000000004,0.2,0.3584905660377358
54,1,0.30000000000000004,0.2,0.37037037037037035
55,0,0.30000000000000004,0.2,0.36363636363636365
56,0,0.30000000000000004,0.2,0.35714285714285715
57,0,0.30000000000000004,0.2,0.3508771929824561
58,0,0.30000000000000004,0.2,0.3448275862068966
59,1,0.30000000000000004,0.2,0.3559322033898305
60,1,0.30000000000000004,0.2,0.36666666666666664
61,1,0.30000000000000004,0.2,0.3770491803278688
62,0,0.30000000000000004,0.2,0.3709677419354839
63,0,0.30000000000000004,0.2,0.36507936507936506
64,0,0.30000000000000004,0.2,0.359375
65,1,0.30000000000000004,0.2,0.36923076923076925
66,0,0.30000000000000004,0.2,0.36363636363636365
67,0,0.30000000000000004,0.2,0.3582089552238806
68,0,0.30000000000000004,0.2,0.35294117647058826
69,0,0.30000000000000004,0.2,0.34782608695652173
70,0,0.30000000000000004,0.2,0.34285714285714286
71,0,0.30000000000000004,0.2,0.3380281690140845
72,0,0.30000000000000004,0.2,0.3333333333333333
73,0,0.30000000000000004,0.2,0.3287671232876712
74,1,0.30000000000000004,0.2,0.33783783783783783
75,1,0.30000000000000004,0.2,0.3466666666666667
76,0,0.30000000000000004,0.2,0.34210526315789475
77,0,0.30000000000000004,0.2,0.33766233766233766
78,0,0.30000000000000004,0.2,0.3333333333333333
79,1,0.30000000000000004,0.2,0.34177215189873417
80,1,0.30000000000000004,0.2,0.35
81,0,0.30000000000000004,0.2,0.345679012345679
82,0,0.30000000000000004,0.2,0.34146341463414637
83,1,0.30000000000000004,0.2,0.3493975903614458
84,0,0.30000000000000004,0.2,0.34523809523809523
85,1,0.30000000000000004,0.2,0.35294117647058826
86,0,0.30000000000000004,0.2,0.3488372093023256
87,0,0.30000000000000004,0.2,0.3448275862068966
88,0,0.30000000000000004,0.2,0.3409090909090909
89,1,0.30000000000000004,0.2,0.34831460674157305
90,1,0.30000000000000004,0.2,0.35555555555555557
91,0,0.30000000000000004,0.2,0.3516483516483517
92,1,0.30000000000000004,0.2,0.358695652173913
93,0,0.30000000000000004,0.2,0.3548387096774194
94,0,0.30000000000000004,0.2,0.35106382978723405
95,0,0.30000000000000004,0.2,0.3473684210526316
96,1,0.30000000000000004,0.2,0.3541666666666667
97,1,0.30000000000000004,0.2,0.36082474226804123
98,0,0.30000000000000004,0.2,0.35714285714285715
99,0,0.30000000000000004,0.2,0.35353535353535354
100,0,0.30000000000000004,0.2,0.35
101,0,0.30000000000000004,0.2,0.3465346534653465
102,0,0.30000000000000004,0.2,0.3431372549019608
103,1,0.30000000000000004,0.2,0.34951456310679613
104,0,0.30000000000000004,0.2,0.34615384615384615
105,0,0.30000000000000004,0.2,0.34285714285714286
106,1,0.30000000000000004,0.2,0.3490566037735849
107,0,0.30000000000000004,0.2,0.34579439252336447
108,1,0.30000000000000004,0.2,0.35185185185185186
109,0,0.30000000000000004,0.2,0.3486238532110092
110,0,0.30000000000000004,0.2,0.34545454545454546
111,0,0.30000000000000004,0.2,0.34234234234234234
112,0,0.30000000000000004,0.2,0.3392857142857143
113,0,0.30000000000000004,0.2,0.336283185840708
114,1,0.30000000000000004,0.2,0.34210526315789475
115,0,0.30000000000000004,0.2,0.3391304347826087
116,0,0.30000000000000004,0.2,0.33620689655172414
117,0,0.30000000000000004,0.2,0.3333333333333333
118,1,0.30000000000000004,0.2,0.3389830508474576
119,0,0.30000000000000004,0.2,0.33613445378151263
120,1,0.30000000000000004,0.2,0.3416666666666667
1,1,0.4,0.2,1
2,1,0.4,0.2,1
3,0,0.4,0.2,0.6666666666666666
4,1,0.4,0.2,0.75
5,1,0.4,0.2,0.8
6,0,0.4,0.2,0.6666666666666666
7,0,0.4,0.2,0.5714285714285714
8,1,0.4,0.2,0.625
9,1,0.4,0.2,0.6666666666666666
10,0,0.4,0.2,0.6
11,0,0.4,0.2,0.5454545454545454
12,0,0.4,0.2,0.5
13,0,0.4,0.2,0.46153846153846156
14,0,0.4,0.2,0.42857142857142855
15,1,0.4,0.2,0.4666666666666667
16,1,0.4,0.2,0.5
17,1,0.4,0.2,0.5294117647058824
18,1,0.4,0.2,0.5555555555555556
19,1,0.4,0.2,0.5789473684210527
20,1,0.4,0.2,0.6
